TIENDA_ID,MESES_CUMPLIDOS,MESES_TOTALES,PORCENTAJE_CUMPLIMIENTO,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET,geometry,densidad_varias_500m,oxxo_500m,dist_min_varias,dist_min_oxxo,buffer_500m,densidad_pob_500m
329,20,21,0.9523809523809523,1,C,Receso,71.0,13,5,25.70334,-100.239,Oficinistas,UT_GAS_URBANA,TRAIN,POINT (-100.239 25.703340000000004),12,3,46.06114070751049,46.06114070751049,"POLYGON ((376187.90829187084 2843414.304215685, 376185.50065520697 2843365.29564552, 376178.30093207245 2843316.759054677, 376166.37845973694 2843269.161877058, 376149.84805812646 2843222.9624995026, 376128.868924045 2843178.605847272, 376103.6430980221 2843136.519099175, 376074.4135185522 2843097.1075736033, 376041.4616824641 2843060.7508250917, 376005.1049339527 2843027.7989890035, 375965.69340838067 2842998.569409534, 375923.60666028387 2842973.3435835107, 375879.2500080534 2842952.3644494293, 375833.0506304981 2842935.834047819, 375785.4534528789 2842923.911575483, 375736.91686203564 2842916.711852349, 375687.90829187084 2842914.304215685, 375638.89972170605 2842916.711852349, 375590.36313086277 2842923.911575483, 375542.7659532436 2842935.834047819, 375496.5665756883 2842952.3644494293, 375452.2099234578 2842973.3435835107, 375410.123175361 2842998.569409534, 375370.711649789 2843027.7989890035, 375334.3549012776 2843060.7508250917, 375301.4030651895 2843097.1075736033, 375272.1734857196 2843136.519099175, 375246.9476596967 2843178.605847272, 375225.96852561523 2843222.9624995026, 375209.43812400475 2843269.161877058, 375197.51565166924 2843316.759054677, 375190.3159285347 2843365.29564552, 375187.90829187084 2843414.304215685, 375190.3159285347 2843463.31278585, 375197.51565166924 2843511.849376693, 375209.43812400475 2843559.446554312, 375225.96852561523 2843605.6459318674, 375246.9476596967 2843650.002584098, 375272.1734857196 2843692.089332195, 375301.4030651895 2843731.5008577667, 375334.3549012776 2843767.8576062783, 375370.711649789 2843800.8094423665, 375410.123175361 2843830.039021836, 375452.2099234578 2843855.2648478593, 375496.5665756883 2843876.2439819407, 375542.7659532436 2843892.774383551, 375590.36313086277 2843904.696855887, 375638.89972170605 2843911.896579021, 375687.90829187084 2843914.304215685, 375736.91686203564 2843911.896579021, 375785.4534528789 2843904.696855887, 375833.0506304981 2843892.774383551, 375879.2500080534 2843876.2439819407, 375923.60666028387 2843855.2648478593, 375965.69340838067 2843830.039021836, 376005.1049339527 2843800.8094423665, 376041.4616824641 2843767.8576062783, 376074.4135185522 2843731.5008577667, 376103.6430980221 2843692.089332195, 376128.868924045 2843650.002584098, 376149.84805812646 2843605.6459318674, 376166.37845973694 2843559.446554312, 376178.30093207245 2843511.849376693, 376185.50065520697 2843463.31278585, 376187.90829187084 2843414.304215685))",102.78709293588194
331,20,21,0.9523809523809523,3,BC,Receso,74.0,10,11,25.67091,-100.39667,Parada TÃ©cnica,UT_GAS_URBANA,TRAIN,POINT (-100.39667 25.67091),2,2,26.18018199183084,26.18018199183084,"POLYGON ((360328.64930914587 2839980.226124709, 360326.241672482 2839931.217554544, 360319.0419493475 2839882.680963701, 360307.11947701196 2839835.083786082, 360290.5890754015 2839788.8844085266, 360269.60994132 2839744.527756296, 360244.3841152971 2839702.441008199, 360215.1545358272 2839663.0294826273, 360182.20269973914 2839626.6727341157, 360145.8459512277 2839593.7208980275, 360106.4344256557 2839564.491318558, 360064.3476775589 2839539.2654925347, 360019.9910253284 2839518.2863584533, 359973.7916477731 2839501.755956843, 359926.19447015395 2839489.833484507, 359877.65787931066 2839482.633761373, 359828.64930914587 2839480.226124709, 359779.6407389811 2839482.633761373, 359731.1041481378 2839489.833484507, 359683.5069705186 2839501.755956843, 359637.30759296333 2839518.2863584533, 359592.95094073284 2839539.2654925347, 359550.86419263604 2839564.491318558, 359511.45266706403 2839593.7208980275, 359475.0959185526 2839626.6727341157, 359442.1440824645 2839663.0294826273, 359412.9145029946 2839702.441008199, 359387.6886769717 2839744.527756296, 359366.70954289025 2839788.8844085266, 359350.1791412798 2839835.083786082, 359338.25666894426 2839882.680963701, 359331.05694580975 2839931.217554544, 359328.64930914587 2839980.226124709, 359331.05694580975 2840029.234694874, 359338.25666894426 2840077.771285717, 359350.1791412798 2840125.368463336, 359366.70954289025 2840171.5678408914, 359387.6886769717 2840215.924493122, 359412.9145029946 2840258.011241219, 359442.1440824645 2840297.4227667907, 359475.0959185526 2840333.7795153023, 359511.45266706403 2840366.7313513905, 359550.86419263604 2840395.96093086, 359592.95094073284 2840421.1867568833, 359637.30759296333 2840442.1658909647, 359683.5069705186 2840458.696292575, 359731.1041481378 2840470.618764911, 359779.6407389811 2840477.818488045, 359828.64930914587 2840480.226124709, 359877.65787931066 2840477.818488045, 359926.19447015395 2840470.618764911, 359973.7916477731 2840458.696292575, 360019.9910253284 2840442.1658909647, 360064.3476775589 2840421.1867568833, 360106.4344256557 2840395.96093086, 360145.8459512277 2840366.7313513905, 360182.20269973914 2840333.7795153023, 360215.1545358272 2840297.4227667907, 360244.3841152971 2840258.011241219, 360269.60994132 2840215.924493122, 360290.5890754015 2840171.5678408914, 360307.11947701196 2840125.368463336, 360319.0419493475 2840077.771285717, 360326.241672482 2840029.234694874, 360328.64930914587 2839980.226124709))",55.46026653149508
332,18,21,0.8571428571428571,1,B,Receso,136.0,13,6,25.69665,-100.14323,Oficinistas,UT_DENSIDAD,TRAIN,POINT (-100.14323 25.696650000000005),1,1,54.24764918259271,54.24764918259271,"POLYGON ((385791.18399051885 2842586.7096959637, 385788.776353855 2842537.7011257987, 385781.57663072046 2842489.1645349558, 385769.65415838495 2842441.5673573366, 385753.12375677447 2842395.3679797812, 385732.144622693 2842351.0113275507, 385706.9187966701 2842308.9245794537, 385677.6892172002 2842269.513053882, 385644.7373811121 2842233.1563053704, 385608.3806326007 2842200.204469282, 385568.9691070287 2842170.9748898125, 385526.8823589319 2842145.7490637894, 385482.5257067014 2842124.769929708, 385436.3263291461 2842108.2395280977, 385388.72915152693 2842096.317055762, 385340.19256068364 2842089.1173326275, 385291.18399051885 2842086.7096959637, 385242.17542035406 2842089.1173326275, 385193.6388295108 2842096.317055762, 385146.0416518916 2842108.2395280977, 385099.8422743363 2842124.769929708, 385055.4856221058 2842145.7490637894, 385013.398874009 2842170.9748898125, 384973.987348437 2842200.204469282, 384937.6305999256 2842233.1563053704, 384904.6787638375 2842269.513053882, 384875.4491843676 2842308.9245794537, 384850.2233583447 2842351.0113275507, 384829.24422426324 2842395.3679797812, 384812.71382265276 2842441.5673573366, 384800.79135031725 2842489.1645349558, 384793.59162718273 2842537.7011257987, 384791.18399051885 2842586.7096959637, 384793.59162718273 2842635.7182661286, 384800.79135031725 2842684.2548569716, 384812.71382265276 2842731.8520345907, 384829.24422426324 2842778.051412146, 384850.2233583447 2842822.4080643766, 384875.4491843676 2842864.4948124737, 384904.6787638375 2842903.9063380454, 384937.6305999256 2842940.263086557, 384973.987348437 2842973.214922645, 385013.398874009 2843002.444502115, 385055.4856221058 2843027.670328138, 385099.8422743363 2843048.6494622193, 385146.0416518916 2843065.1798638296, 385193.6388295108 2843077.1023361655, 385242.17542035406 2843084.3020593, 385291.18399051885 2843086.7096959637, 385340.19256068364 2843084.3020593, 385388.72915152693 2843077.1023361655, 385436.3263291461 2843065.1798638296, 385482.5257067014 2843048.6494622193, 385526.8823589319 2843027.670328138, 385568.9691070287 2843002.444502115, 385608.3806326007 2842973.214922645, 385644.7373811121 2842940.263086557, 385677.6892172002 2842903.9063380454, 385706.9187966701 2842864.4948124737, 385732.144622693 2842822.4080643766, 385753.12375677447 2842778.051412146, 385769.65415838495 2842731.8520345907, 385781.57663072046 2842684.2548569716, 385788.776353855 2842635.7182661286, 385791.18399051885 2842586.7096959637))",4.436429206336353
333,21,21,1.0,3,A,Hogar,124.0,10,10,25.57929,-100.2484,ClÃ¡sico,UT_DENSIDAD,TRAIN,POINT (-100.2484 25.579289999999997),4,1,17.83406776517476,17.83406776517476,"POLYGON ((375115.1248804151 2829684.056148845, 375112.7172437512 2829635.04757868, 375105.5175206167 2829586.510987837, 375093.5950482812 2829538.9138102178, 375077.0646466707 2829492.7144326624, 375056.08551258926 2829448.357780432, 375030.85968656634 2829406.271032335, 375001.63010709645 2829366.859506763, 374968.67827100836 2829330.5027582515, 374932.32152249693 2829297.5509221633, 374892.9099969249 2829268.3213426936, 374850.8232488281 2829243.0955166705, 374806.46659659763 2829222.116382589, 374760.26721904235 2829205.585980979, 374712.6700414232 2829193.663508643, 374664.1334505799 2829186.4637855086, 374615.1248804151 2829184.056148845, 374566.1163102503 2829186.4637855086, 374517.579719407 2829193.663508643, 374469.98254178785 2829205.585980979, 374423.78316423256 2829222.116382589, 374379.4265120021 2829243.0955166705, 374337.3397639053 2829268.3213426936, 374297.92823833326 2829297.5509221633, 374261.5714898218 2829330.5027582515, 374228.61965373374 2829366.859506763, 374199.39007426385 2829406.271032335, 374174.16424824094 2829448.357780432, 374153.1851141595 2829492.7144326624, 374136.654712549 2829538.9138102178, 374124.7322402135 2829586.510987837, 374117.532517079 2829635.04757868, 374115.1248804151 2829684.056148845, 374117.532517079 2829733.0647190097, 374124.7322402135 2829781.6013098527, 374136.654712549 2829829.198487472, 374153.1851141595 2829875.397865027, 374174.16424824094 2829919.7545172577, 374199.39007426385 2829961.841265355, 374228.61965373374 2830001.2527909265, 374261.5714898218 2830037.609539438, 374297.92823833326 2830070.5613755262, 374337.3397639053 2830099.790954996, 374379.4265120021 2830125.016781019, 374423.78316423256 2830145.9959151004, 374469.98254178785 2830162.5263167107, 374517.579719407 2830174.4487890466, 374566.1163102503 2830181.648512181, 374615.1248804151 2830184.056148845, 374664.1334505799 2830181.648512181, 374712.6700414232 2830174.4487890466, 374760.26721904235 2830162.5263167107, 374806.46659659763 2830145.9959151004, 374850.8232488281 2830125.016781019, 374892.9099969249 2830099.790954996, 374932.32152249693 2830070.5613755262, 374968.67827100836 2830037.609539438, 375001.63010709645 2830001.2527909265, 375030.85968656634 2829961.841265355, 375056.08551258926 2829919.7545172577, 375077.0646466707 2829875.397865027, 375093.5950482812 2829829.198487472, 375105.5175206167 2829781.6013098527, 375112.7172437512 2829733.0647190097, 375115.1248804151 2829684.056148845))",80.75366928155456
334,21,21,1.0,5,C,Receso,117.0,10,9,25.77734,-100.18229,Parada TÃ©cnica,UT_CARRETERA_GAS,TRAIN,POINT (-100.18229 25.777339999999995),16,5,33.75665664282332,33.75665664282332,"POLYGON ((381951.74773946253 2851557.981705016, 381949.34010279865 2851508.973134851, 381942.14037966414 2851460.436544008, 381930.2179073286 2851412.839366389, 381913.68750571815 2851366.6399888336, 381892.7083716367 2851322.283336603, 381867.4825456138 2851280.196588506, 381838.2529661439 2851240.7850629343, 381805.3011300558 2851204.4283144227, 381768.94438154437 2851171.4764783345, 381729.53285597236 2851142.246898865, 381687.44610787556 2851117.0210728417, 381643.08945564507 2851096.0419387603, 381596.8900780898 2851079.51153715, 381549.2929004706 2851067.589064814, 381500.7563096273 2851060.38934168, 381451.74773946253 2851057.981705016, 381402.73916929774 2851060.38934168, 381354.20257845445 2851067.589064814, 381306.6054008353 2851079.51153715, 381260.40602328 2851096.0419387603, 381216.0493710495 2851117.0210728417, 381173.9626229527 2851142.246898865, 381134.5510973807 2851171.4764783345, 381098.19434886926 2851204.4283144227, 381065.2425127812 2851240.7850629343, 381036.0129333113 2851280.196588506, 381010.7871072884 2851322.283336603, 380989.8079732069 2851366.6399888336, 380973.27757159644 2851412.839366389, 380961.3550992609 2851460.436544008, 380954.1553761264 2851508.973134851, 380951.74773946253 2851557.981705016, 380954.1553761264 2851606.990275181, 380961.3550992609 2851655.526866024, 380973.27757159644 2851703.124043643, 380989.8079732069 2851749.3234211984, 381010.7871072884 2851793.680073429, 381036.0129333113 2851835.766821526, 381065.2425127812 2851875.1783470977, 381098.19434886926 2851911.5350956093, 381134.5510973807 2851944.4869316975, 381173.9626229527 2851973.716511167, 381216.0493710495 2851998.9423371903, 381260.40602328 2852019.9214712717, 381306.6054008353 2852036.451872882, 381354.20257845445 2852048.374345218, 381402.73916929774 2852055.574068352, 381451.74773946253 2852057.981705016, 381500.7563096273 2852055.574068352, 381549.2929004706 2852048.374345218, 381596.8900780898 2852036.451872882, 381643.08945564507 2852019.9214712717, 381687.44610787556 2851998.9423371903, 381729.53285597236 2851973.716511167, 381768.94438154437 2851944.4869316975, 381805.3011300558 2851911.5350956093, 381838.2529661439 2851875.1783470977, 381867.4825456138 2851835.766821526, 381892.7083716367 2851793.680073429, 381913.68750571815 2851749.3234211984, 381930.2179073286 2851703.124043643, 381942.14037966414 2851655.526866024, 381949.34010279865 2851606.990275181, 381951.74773946253 2851557.981705016))",52.13419109802785
335,20,21,0.9523809523809523,4,C,Hogar,119.72,13,11,25.68401,-100.17951,Hogar ReuniÃ³n,UT_DENSIDAD,TRAIN,POINT (-100.17951 25.68401),4,2,10.128403281071533,10.128403281071533,"POLYGON ((382138.1268867497 2841218.7845038995, 382135.7192500858 2841169.7759337346, 382128.5195269513 2841121.2393428916, 382116.5970546158 2841073.6421652725, 382100.0666530053 2841027.442787717, 382079.08751892386 2840983.0861354866, 382053.86169290094 2840940.9993873895, 382024.63211343106 2840901.587861818, 381991.68027734297 2840865.2311133062, 381955.32352883153 2840832.279277218, 381915.9120032595 2840803.0496977484, 381873.8252551627 2840777.8238717252, 381829.46860293223 2840756.844737644, 381783.26922537695 2840740.3143360335, 381735.6720477578 2840728.3918636977, 381687.1354569145 2840721.1921405634, 381638.1268867497 2840718.7845038995, 381589.1183165849 2840721.1921405634, 381540.5817257416 2840728.3918636977, 381492.98454812245 2840740.3143360335, 381446.78517056716 2840756.844737644, 381402.4285183367 2840777.8238717252, 381360.3417702399 2840803.0496977484, 381320.93024466786 2840832.279277218, 381284.57349615643 2840865.2311133062, 381251.62166006834 2840901.587861818, 381222.39208059845 2840940.9993873895, 381197.16625457554 2840983.0861354866, 381176.1871204941 2841027.442787717, 381159.6567188836 2841073.6421652725, 381147.7342465481 2841121.2393428916, 381140.5345234136 2841169.7759337346, 381138.1268867497 2841218.7845038995, 381140.5345234136 2841267.7930740644, 381147.7342465481 2841316.3296649074, 381159.6567188836 2841363.9268425265, 381176.1871204941 2841410.126220082, 381197.16625457554 2841454.4828723124, 381222.39208059845 2841496.5696204095, 381251.62166006834 2841535.9811459812, 381284.57349615643 2841572.337894493, 381320.93024466786 2841605.289730581, 381360.3417702399 2841634.5193100506, 381402.4285183367 2841659.745136074, 381446.78517056716 2841680.724270155, 381492.98454812245 2841697.2546717655, 381540.5817257416 2841709.1771441014, 381589.1183165849 2841716.3768672356, 381638.1268867497 2841718.7845038995, 381687.1354569145 2841716.3768672356, 381735.6720477578 2841709.1771441014, 381783.26922537695 2841697.2546717655, 381829.46860293223 2841680.724270155, 381873.8252551627 2841659.745136074, 381915.9120032595 2841634.5193100506, 381955.32352883153 2841605.289730581, 381991.68027734297 2841572.337894493, 382024.63211343106 2841535.9811459812, 382053.86169290094 2841496.5696204095, 382079.08751892386 2841454.4828723124, 382100.0666530053 2841410.126220082, 382116.5970546158 2841363.9268425265, 382128.5195269513 2841316.3296649074, 382135.7192500858 2841267.7930740644, 382138.1268867497 2841218.7845038995))",554.3759000626327
336,21,21,1.0,3,C,Base,105.0,10,10,25.63963,-100.28821,ClÃ¡sico,UT_TRAFICO_VEHICULAR,TRAIN,POINT (-100.28821 25.639630000000007),6,2,29.993523501581556,29.993523501581556,"POLYGON ((371181.28777491057 2836405.2608214733, 371178.8801382467 2836356.2522513084, 371171.6804151122 2836307.7156604654, 371159.75794277666 2836260.1184828463, 371143.2275411662 2836213.919105291, 371122.2484070847 2836169.5624530604, 371097.0225810618 2836127.4757049633, 371067.7930015919 2836088.0641793916, 371034.84116550384 2836051.70743088, 370998.4844169924 2836018.755594792, 370959.0728914204 2835989.526015322, 370916.9861433236 2835964.300189299, 370872.6294910931 2835943.3210552176, 370826.4301135378 2835926.7906536073, 370778.83293591865 2835914.8681812715, 370730.29634507536 2835907.668458137, 370681.28777491057 2835905.2608214733, 370632.2792047458 2835907.668458137, 370583.7426139025 2835914.8681812715, 370536.1454362833 2835926.7906536073, 370489.94605872803 2835943.3210552176, 370445.58940649754 2835964.300189299, 370403.50265840074 2835989.526015322, 370364.09113282873 2836018.755594792, 370327.7343843173 2836051.70743088, 370294.7825482292 2836088.0641793916, 370265.5529687593 2836127.4757049633, 370240.3271427364 2836169.5624530604, 370219.34800865495 2836213.919105291, 370202.8176070445 2836260.1184828463, 370190.89513470896 2836307.7156604654, 370183.69541157444 2836356.2522513084, 370181.28777491057 2836405.2608214733, 370183.69541157444 2836454.269391638, 370190.89513470896 2836502.805982481, 370202.8176070445 2836550.4031601003, 370219.34800865495 2836596.6025376557, 370240.3271427364 2836640.959189886, 370265.5529687593 2836683.0459379833, 370294.7825482292 2836722.457463555, 370327.7343843173 2836758.8142120666, 370364.09113282873 2836791.766048155, 370403.50265840074 2836820.9956276244, 370445.58940649754 2836846.2214536476, 370489.94605872803 2836867.200587729, 370536.1454362833 2836883.7309893393, 370583.7426139025 2836895.653461675, 370632.2792047458 2836902.8531848094, 370681.28777491057 2836905.2608214733, 370730.29634507536 2836902.8531848094, 370778.83293591865 2836895.653461675, 370826.4301135378 2836883.7309893393, 370872.6294910931 2836867.200587729, 370916.9861433236 2836846.2214536476, 370959.0728914204 2836820.9956276244, 370998.4844169924 2836791.766048155, 371034.84116550384 2836758.8142120666, 371067.7930015919 2836722.457463555, 371097.0225810618 2836683.0459379833, 371122.2484070847 2836640.959189886, 371143.2275411662 2836596.6025376557, 371159.75794277666 2836550.4031601003, 371171.6804151122 2836502.805982481, 371178.8801382467 2836454.269391638, 371181.28777491057 2836405.2608214733))",212.78101976412384
337,21,21,1.0,3,C,Hogar,106.0,10,9,25.66014,-100.28657,Hogar ReuniÃ³n,UT_DENSIDAD,TRAIN,POINT (-100.28657 25.660139999999995),11,4,2.1341810769112577,2.1341810769112577,"POLYGON ((371368.02274113253 2838675.263675226, 371365.61510446866 2838626.255105061, 371358.41538133414 2838577.718514218, 371346.4929089986 2838530.121336599, 371329.96250738815 2838483.9219590435, 371308.9833733067 2838439.565306813, 371283.7575472838 2838397.478558716, 371254.5279678139 2838358.067033144, 371221.5761317258 2838321.7102846326, 371185.21938321437 2838288.7584485444, 371145.80785764236 2838259.528869075, 371103.72110954556 2838234.3030430516, 371059.36445731507 2838213.32390897, 371013.1650797598 2838196.79350736, 370965.5679021406 2838184.871035024, 370917.0313112973 2838177.67131189, 370868.02274113253 2838175.263675226, 370819.01417096774 2838177.67131189, 370770.47758012445 2838184.871035024, 370722.8804025053 2838196.79350736, 370676.68102495 2838213.32390897, 370632.3243727195 2838234.3030430516, 370590.2376246227 2838259.528869075, 370550.8260990507 2838288.7584485444, 370514.46935053926 2838321.7102846326, 370481.5175144512 2838358.067033144, 370452.2879349813 2838397.478558716, 370427.0621089584 2838439.565306813, 370406.0829748769 2838483.9219590435, 370389.55257326644 2838530.121336599, 370377.6301009309 2838577.718514218, 370370.4303777964 2838626.255105061, 370368.02274113253 2838675.263675226, 370370.4303777964 2838724.272245391, 370377.6301009309 2838772.808836234, 370389.55257326644 2838820.406013853, 370406.0829748769 2838866.6053914083, 370427.0621089584 2838910.962043639, 370452.2879349813 2838953.048791736, 370481.5175144512 2838992.4603173076, 370514.46935053926 2839028.817065819, 370550.8260990507 2839061.7689019074, 370590.2376246227 2839090.998481377, 370632.3243727195 2839116.2243074, 370676.68102495 2839137.2034414816, 370722.8804025053 2839153.733843092, 370770.47758012445 2839165.6563154277, 370819.01417096774 2839172.856038562, 370868.02274113253 2839175.263675226, 370917.0313112973 2839172.856038562, 370965.5679021406 2839165.6563154277, 371013.1650797598 2839153.733843092, 371059.36445731507 2839137.2034414816, 371103.72110954556 2839116.2243074, 371145.80785764236 2839090.998481377, 371185.21938321437 2839061.7689019074, 371221.5761317258 2839028.817065819, 371254.5279678139 2838992.4603173076, 371283.7575472838 2838953.048791736, 371308.9833733067 2838910.962043639, 371329.96250738815 2838866.6053914083, 371346.4929089986 2838820.406013853, 371358.41538133414 2838772.808836234, 371365.61510446866 2838724.272245391, 371368.02274113253 2838675.263675226))",194.94365490451065
338,19,21,0.9047619047619048,3,C,Hogar,99.0,10,9,25.61578,-100.27783,ClÃ¡sico,UT_TRAFICO_VEHICULAR,TRAIN,POINT (-100.27783 25.61578),5,2,26.07515706996504,26.07515706996504,"POLYGON ((372197.9224703197 2833753.6459078672, 372195.51483365585 2833704.6373377023, 372188.31511052133 2833656.1007468593, 372176.3926381858 2833608.50356924, 372159.86223657534 2833562.304191685, 372138.8831024939 2833517.9475394543, 372113.65727647097 2833475.8607913572, 372084.4276970011 2833436.4492657855, 372051.475860913 2833400.092517274, 372015.11911240156 2833367.1406811858, 371975.70758682955 2833337.911101716, 371933.62083873275 2833312.685275693, 371889.26418650226 2833291.7061416116, 371843.064808947 2833275.1757400013, 371795.4676313278 2833263.2532676654, 371746.9310404845 2833256.053544531, 371697.9224703197 2833253.6459078672, 371648.91390015493 2833256.053544531, 371600.37730931165 2833263.2532676654, 371552.7801316925 2833275.1757400013, 371506.5807541372 2833291.7061416116, 371462.2241019067 2833312.685275693, 371420.1373538099 2833337.911101716, 371380.7258282379 2833367.1406811858, 371344.36907972646 2833400.092517274, 371311.41724363837 2833436.4492657855, 371282.1876641685 2833475.8607913572, 371256.96183814557 2833517.9475394543, 371235.9827040641 2833562.304191685, 371219.45230245363 2833608.50356924, 371207.5298301181 2833656.1007468593, 371200.3301069836 2833704.6373377023, 371197.9224703197 2833753.6459078672, 371200.3301069836 2833802.654478032, 371207.5298301181 2833851.191068875, 371219.45230245363 2833898.7882464943, 371235.9827040641 2833944.9876240497, 371256.96183814557 2833989.34427628, 371282.1876641685 2834031.4310243772, 371311.41724363837 2834070.842549949, 371344.36907972646 2834107.1992984605, 371380.7258282379 2834140.1511345487, 371420.1373538099 2834169.3807140184, 371462.2241019067 2834194.6065400415, 371506.5807541372 2834215.585674123, 371552.7801316925 2834232.116075733, 371600.37730931165 2834244.038548069, 371648.91390015493 2834251.2382712034, 371697.9224703197 2834253.6459078672, 371746.9310404845 2834251.2382712034, 371795.4676313278 2834244.038548069, 371843.064808947 2834232.116075733, 371889.26418650226 2834215.585674123, 371933.62083873275 2834194.6065400415, 371975.70758682955 2834169.3807140184, 372015.11911240156 2834140.1511345487, 372051.475860913 2834107.1992984605, 372084.4276970011 2834070.842549949, 372113.65727647097 2834031.4310243772, 372138.8831024939 2833989.34427628, 372159.86223657534 2833944.9876240497, 372176.3926381858 2833898.7882464943, 372188.31511052133 2833851.191068875, 372195.51483365585 2833802.654478032, 372197.9224703197 2833753.6459078672))",67.49936058162152
339,21,21,1.0,5,BC,Peatonal,113.0,10,11,25.77858,-100.12156,Parada TÃ©cnica,UT_GAS_URBANA,TRAIN,POINT (-100.12156 25.77858),3,0,103.37331375370388,1871.598292665353,"POLYGON ((388042.81606290827 2851642.064191114, 388040.4084262444 2851593.0556209492, 388033.2087031099 2851544.5190301063, 388021.28623077436 2851496.921852487, 388004.7558291639 2851450.7224749317, 387983.77669508243 2851406.3658227012, 387958.5508690595 2851364.279074604, 387929.3212895896 2851324.8675490324, 387896.36945350154 2851288.510800521, 387860.0127049901 2851255.5589644327, 387820.6011794181 2851226.329384963, 387778.5144313213 2851201.10355894, 387734.1577790908 2851180.1244248585, 387687.9584015355 2851163.594023248, 387640.36122391635 2851151.6715509123, 387591.82463307306 2851144.471827778, 387542.81606290827 2851142.064191114, 387493.8074927435 2851144.471827778, 387445.2709019002 2851151.6715509123, 387397.673724281 2851163.594023248, 387351.47434672574 2851180.1244248585, 387307.11769449525 2851201.10355894, 387265.03094639844 2851226.329384963, 387225.61942082644 2851255.5589644327, 387189.262672315 2851288.510800521, 387156.3108362269 2851324.8675490324, 387127.081256757 2851364.279074604, 387101.8554307341 2851406.3658227012, 387080.87629665266 2851450.7224749317, 387064.3458950422 2851496.921852487, 387052.42342270666 2851544.5190301063, 387045.22369957215 2851593.0556209492, 387042.81606290827 2851642.064191114, 387045.22369957215 2851691.072761279, 387052.42342270666 2851739.609352122, 387064.3458950422 2851787.206529741, 387080.87629665266 2851833.4059072966, 387101.8554307341 2851877.762559527, 387127.081256757 2851919.849307624, 387156.3108362269 2851959.260833196, 387189.262672315 2851995.6175817074, 387225.61942082644 2852028.5694177956, 387265.03094639844 2852057.7989972653, 387307.11769449525 2852083.0248232884, 387351.47434672574 2852104.00395737, 387397.673724281 2852120.53435898, 387445.2709019002 2852132.456831316, 387493.8074927435 2852139.6565544503, 387542.81606290827 2852142.064191114, 387591.82463307306 2852139.6565544503, 387640.36122391635 2852132.456831316, 387687.9584015355 2852120.53435898, 387734.1577790908 2852104.00395737, 387778.5144313213 2852083.0248232884, 387820.6011794181 2852057.7989972653, 387860.0127049901 2852028.5694177956, 387896.36945350154 2851995.6175817074, 387929.3212895896 2851959.260833196, 387958.5508690595 2851919.849307624, 387983.77669508243 2851877.762559527, 388004.7558291639 2851833.4059072966, 388021.28623077436 2851787.206529741, 388033.2087031099 2851739.609352122, 388040.4084262444 2851691.072761279, 388042.81606290827 2851642.064191114))",0.0
